Word,Translation,Level,Page
swallow,לבלוע,9,146
sweep,לטאטא,9,146
symmetry,"סימטריה, התאמה",9,146
taint,לזהם,9,146
taint,"להכתים, להכפיש",9,146
tainted,"מוכתם, מזוהם",9,146
talent,כשרון,9,146
tame,"לאלף, לבית",9,147
tentative,"ניסיוני, טנטטיבי",9,147
thief,גנב,9,147
thriller,מותחן,9,147
tone,טון,9,147
transcript,"תמליל, פרוטוקול",9,147
trip,למעוד,9,147
trip,טיול,9,147
unofficial,בלתי רשמי,9,147
unorganized,לא מאורגן,9,147
unpardonable,בלתי נסלח,9,147
unrealistic,לא מציאותי,9,147
unrest,חוסר שקט,9,147
unwilling,"לא מוכן, ממאן",9,147
upheaval,מהפך,9,147
uproar,"רעש, מהומה",9,147
urine,שתן,9,147
utilize,השתמש,9,147
utter,"לבטא, להגות",9,147
valley,עמק,9,147
valve,שסתום,9,147
verbal,"ורבלי, מילולי",9,147
via,דרך,9,147
victim,קורבן,9,147
vocabulary,אוצר מילים,9,147
vocation,מקצוע,9,147
wagon,עגלה,9,147
wander,"להסתובב, לשוטט",9,147
West,מערב,9,147
wine,יין,9,147
wonder,פלא,9,148
wonder,"לתהות, להטיל ספק",9,148
wonderful,נפלא,9,148
wood,עץ,9,148
woods,יער,9,148
wound,פצע,9,148
wound,"מתוח, נמתח",9,148
wrap,"לעטוף, מעטפת",9,148
wrought,"מעוצב, מחושל",9,148
young,צעיר,9,148
abacus,חשבונייה,10,149
academic,אקדמי,10,149
actress (,שחקנית )בהצגה או סרט,10,149
adorn,לקשט,10,149
agenda,סדר יום,10,149
air conditioner,מזגן,10,149
algae,אצות,10,149
antler,קרן,10,149
automobile,"כלי רכב, אוטו",10,149
bass (,בס )במוזיקה,10,149
bead,חרוז,10,149
beak,מקור,10,149
bee,דבורה,10,149
bell,פעמון,10,149
berry,גרגרי יער,10,149
blade,להב,10,149
blame,להאשים,10,149
blanket,שמיכה,10,149
bleak,עגום,10,149
blew,"נשב )רוח(, ניפח, פוצץ",10,149
brick,לבנה,10,149
bully,בריון,10,149
butterfly,פרפר,10,149
cadaver,גופה,10,149
camel,גמל,10,149
cancel,לבטל,10,149
candy,ממתק,10,149
canvass,"לבדוק, לסקור",10,150
carpet,שטיח,10,150
cash,מזומן,10,150
cash,לפדות,10,150
cashier,קופאי,10,150
casino,קזינו,10,150
caterpillar,זחל,10,150
cave,מערה,10,150
caviar,קוויאר,10,150
cereal,דגני בוקר,10,150
cigarette,סיגריה,10,150
citrus,פרי הדר,10,150
clay,חימר,10,150
cloud,ענן,10,150
club,מועדון,10,150
cockroach,"מקק, ג'וק",10,150
coffin,ארון מתים,10,150
cologne (,"קולון, בושם )של גבר",10,150
compost,זבל אורגני,10,150
conductor (,מנצח )תזמורת,10,150
conquistador,כובש,10,150
consonant (,עיצור )לשון,10,150
coop,לכלוא,10,150
coop,לול,10,150
copper,נחושת,10,150
cotton,כותנה,10,150
cougar,"פומה, סוג של טורף",10,150
coupon,קופון,10,150
cucumber,מלפפון,10,150
culminate,הגיע לשיא,10,150
czar (,צאר )שליט רוסי,10,151
dart,חץ,10,151
date,תאריך,10,151
date,תמר,10,151
date,"יציאה, פגישה, דייט",10,151
Dead Sea,ים המלח,10,151
denominator (,מכנה )של שבר,10,151
dental,שקשור בשיניים,10,151
dentist,רופא שיניים,10,151
diary,יומן,10,151
dictator,"עריץ, דיקטטור",10,151
dilemma,"דילמה, בעיה",10,151
diurnal,יומי,10,151
divorce,גירושין,10,151
doorstep,מפתן הדלת,10,151
dovecote,שובך,10,151
dust,"אבק, לאבק",10,151
Dutch,הולנדי,10,151
dwarf,"לגמד, גמד",10,151
dwindle,"הידלדל, התמעט",10,151
eagle,נשר,10,151
echo,הד,10,151
edible,אכיל,10,151
eel,צלופח,10,151
elephant,פיל,10,151
envelope,מעטפה,10,151
exotic,"אקזוטי, מארץ זרה",10,151
explosive,חומר נפץ,10,151
fairy,פיה,10,151
fairytale,אגדה,10,151
fan,"מאוורר, לאוורר",10,152
fan,"מעריץ, אוהד",10,152
fancy,מגונדר,10,152
fancy,מחבב,10,152
fashion,אופנה,10,152
fashion,לעצב,10,152
filmmaker,יוצר סרטים,10,152
filter,"פילטר, מסנן",10,152
fisherman,דייג,10,152
fishing,דיג,10,152
flimsy,"עדין, שביר",10,152
folk,עממי,10,152
folklore,פולקלור,10,152
fool,"טיפש, לשטות במישהו",10,152
footage,קטע צילום,10,152
forest,יער,10,152
forgive,לסלוח,10,152
fork,מזלג,10,152
formula,"נוסחה, פורמולה",10,152
formulate,לנסח,10,152
fraternal,"אחוותי, של אחים",10,152
frog,צפרדע,10,152
furnish,לרהט,10,152
garbage,זבל,10,152
garden,גן,10,152
garlic,שום,10,152
gate,שער,10,152
gift,מתנה,10,152
glacier,קרחון,10,152
gland,בלוטה,10,152
glass,כוס,10,153
glass,זכוכית,10,153
glaze,זיגוג,10,153
glove,כפפה,10,153
golden,מוזהב,10,153
grammatical,דקדוקי,10,153
grapes,ענבים,10,153
grit,"גרגרים, לכלוך",10,153
grocery,מכולת,10,153
groom,"לטפח, לטפל",10,153
groom,חתן,10,153
guillotine,גיליוטינה,10,153
Gulf War,מלחמת המפרץ,10,153
gym,אולם ספורט,10,153
gymnasium,אולם ספורט,10,153
handicap,נכה,10,153
harmony,הרמוניה,10,153
heart,לב,10,153
heartbeat,"דופק, פעימות לב",10,153
heroine,גיבורה,10,153
hilarious,מצחיק,10,153
hill,גבעה,10,153
horn (,"קרן )של בע""ח",10,153
horn,צופר,10,153
housemaid,"עוזרת בית, מנקה",10,153
howl,"יללה, לילל",10,153
index,"אינדקס, תוכן עניינים",10,153
inexpensive,"לא יקר, זול",10,153
inn,פונדק,10,153
intense,"עז, אינטנסיבי",10,153
intoxicate,"להרעיל, לשכר",10,154
intoxicate,להלהיב,10,154
intuition,אינטואיציה,10,154
invertebrate,חסר -חוליות,10,154
ivory,שנהב,10,154
janitor,שרת,10,154
jog,"ריצה, ג'וגינג, לרוץ",10,154
joke,בדיחה,10,154
jug,"כד, קנקן",10,154
juice,מיץ,10,154
jungle,ג'ונגל,10,154
junkyard,מגרש גרוטאות,10,154
kettle,קומקום,10,154
kite,עפיפון,10,154
lake,אגם,10,154
lame,צולע,10,154
launder,לכבס,10,154
leaf (leaves) (,עלה )עלים,10,154
league,ליגה,10,154
league,מידת אורך קדומה,10,154
leniency,"חמלה, רחמים",10,154
leopard,נמר,10,154
lifestyle,אורח חיים,10,154
lip,שפה,10,154
liver,כבד,10,154
loan,הלוואה,10,154
loathe,לתעב,10,154
loyalty,נאמנות,10,154
luck,מזל,10,154
lunch,ארוחת צהריים,10,154
made,עשה,10,155
magical,קסום,10,155
magnificent,מדהים,10,155
make sure,"להבטיח, לוודא",10,155
makeup,איפור,10,155
marble,גוּ ָלּה,10,155
marble,שיש,10,155
marsupial,חיית כיס,10,155
mathematician,מתמטיקאי,10,155
miracle,"נס, פלא",10,155
mock,ללעוג,10,155
monk,נזיר,10,155
monkey,קוף,10,155
monster,מפלצת,10,155
mood,מצב רוח,10,155
mosquito,יתוש,10,155
moth,עש,10,155
mouse (mice) (,עכבר )עכברים,10,155
mouth,פה,10,155
nausea,בחילה,10,155
nickname,כינוי חיבה,10,155
no longer,לא עוד,10,155
numerator (,מונה )של שבר,10,155
numeric,מספרי,10,155
nut,אגוז,10,155
octopus,תמנון,10,155
ode,שיר הלל,10,155
olive,זית,10,155
onion,בצל,10,155
orchestra,תזמורת,10,155
orchestrate,"לתאם, לתזמר",10,156
oven,תנור בישול,10,156
overhaul,"שיפוץ, אוברול",10,156
pad,לרפד,10,156
paddle,מחבט,10,156
paddle,"משוט, דוושה",10,156
pan,מחבת,10,156
paradox,"סתירה, פרדוקס",10,156
pathology,"פתולוגיה, ענף ברפואה",10,156
peach,אפרסק,10,156
pepper,פלפל,10,156
perch,ענף,10,156
perch,"נח, ישב על ענף",10,156
pet,חיית מחמד,10,156
pharmacy,בית מרקחת,10,156
philosophy,פילוסופיה,10,156
photograph,"צילום, לצלם",10,156
physical,"פיזי, גופני",10,156
physicist,פיזיקאי,10,156
pick,מפרט לגיטרה,10,156
pick,"לקטוף, לבחור",10,156
pigeon,יונה,10,156
pinch,לצבוט,10,156
pit,בור,10,156
plaster,טיח,10,156
pool,בריכה,10,156
pothole,"מהמורה, בור",10,156
pottery,קדרות,10,156
poultry,עוף,10,156
prank,מתיחה,10,156
pregnancy,הריון,10,157
pregnant (,הרה )בהריון,10,157
prehistoric,"קדמון, פרה -היסטורי",10,157
preparation for,הכנות לקראת,10,157
presentation,מצגת,10,157
prick,לדקור,10,157
printer,"מדפסת, ַדּ ָפּס",10,157
propaganda,תעמולה,10,157
prowess,"מיומנות, יכולת",10,157
purse,ארנק,10,157
quarrelsome,וכחני,10,157
rain,גשם,10,157
rainbow,קשת,10,157
rainfall,ירידת גשמים,10,157
rainstorm,סערת גשמים,10,157
rat,עכברוש,10,157
redhead (,ג'ינג'י )סלנג,10,157
rehearsal,חזרה,10,157
rehearse,"לחזור, לתרגל",10,157
reincarnation,גלגול נשמות,10,157
restaurant,מסעדה,10,157
resurgence,תחייה,10,157
retroactive,"רטרואקטיבי, למפרע",10,157
rhyme,חרוז,10,157
rice,אורז,10,157
ride,"רכיבה, לרכוב",10,157
ring,זירה,10,157
ring,טבעת,10,157
"ring, rang","לצלצל, צלצל",10,157
roast,"לקלות, צלי",10,157
robbery,שוד,10,158
robe,חלוק,10,158
roof,גג,10,158
rubbish,זבל,10,158
rubbish,שטויות,10,158
"run, ran","לרוץ, רץ",10,158
saga,"סיפור, סאגה",10,158
salt,מלח,10,158
sarcophagus,ארון קבורה קדום,10,158
savanna,"ערבה, סוואנה",10,158
script,תסריט,10,158
seafood,פירות ים,10,158
seat,"מושב, להושיב",10,158
secret,סוד,10,158
sentiments,רגשות,10,158
shadow,"צל, להאפיל",10,158
shave,"גילוח, לגלח",10,158
shelf (shelves) (,מדף )מדפים,10,158
shepherd,רועה צאן,10,158
shingles,רעף,10,158
shop,חנות,10,158
shop,לקנות,10,158
shoulder,כתף,10,158
show,הופעה,10,158
show,להראות,10,158
shy,ביישן,10,158
silk,משי,10,158
silkworm,תולעת משי,10,158
singer,זמר,10,158
sir,"אדון, תואר אצולה אנגלי",10,158
sky,"שמיים, רקיע",10,159
smog,ערפיח,10,159
smoke,"עשן, לעשן",10,159
snake,נחש,10,159
snap (,במהירות )סלנג,10,159
snap,להישבר,10,159
snarl,"לרטון, לנחור",10,159
sneeze,להתעטש,10,159
snow,שלג,10,159
soccer,כדורגל,10,159
sold,מכר,10,159
South,דרום,10,159
southern,דרומי,10,159
speck,כתם,10,159
spider,עכביש,10,159
spinach,תרד,10,159
sponsor,נותן חסות,10,159
spontaneous,ללא מחשבה,10,159
spread,"התפשטות, פיזור",10,159
spread,"ממרח, למרוח",10,159
spy,"מרגל, לרגל",10,159
staircase,גרם מדרגות,10,159
stalk,"לעקוב, להטריד",10,159
star,"כוכב, לככב",10,159
staunch,"לעצור, לחסום",10,159
staunch,"חזק, מוצק",10,159
steal,לגנוב,10,159
stereotype,סטריאוטיפ,10,159
sticky,דביק,10,159
stove,"תנור, כיריים",10,159
stroke,מכה,10,160
stroke,ליטוף,10,160
stroke,שבץ/אירוע מוחי,10,160
studio,סטודיו,10,160
stuff,דברים,10,160
stuff,"למלא, לפחלץ",10,160
stunt,פעלול,10,160
stupid,טיפש,10,160
subtraction (,חיסור )חשבון,10,160
sugar,סוכר,10,160
sweet,"מתוק, ממתק",10,160
swept away,נסחף,10,160
swindler,רמאי,10,160
sword,חרב,10,160
syllable,הברה,10,160
syndrome,תסמונת,10,160
syrup,סירופ,10,160
tale,"סיפור, אגדה",10,160
taste,"טעם, לטעום",10,160
tax,מס,10,160
"teeth, tooth","שיניים, שן",10,160
tent,אוהל,10,160
thank,"תודה, להודות",10,160
theater,תיאטרון,10,160
theater,בית קולנוע,10,160
theoretically,"תיאורטית, לכאורה",10,160
theory,תיאוריה,10,160
thimble (,אצבעון )לתפירה,10,160
through,"דרך, מבעד",10,160
throughout,"במשך, בכל",10,160
throw,"לזרוק, זריקה",10,161
ticket,כרטיס,10,161
timeline,ציר זמן,10,161
tin,"בדיל, עשוי מפח",10,161
tiny,קטנטן,10,161
toad,קרפדה,10,161
toes,בהונות,10,161
tongue,לשון,10,161
treasure,"אוצר, לנצור",10,161
treat,להתייחס,10,161
treat,"פינוק, ממתק",10,161
treat,לפנק,10,161
treatment,טיפול,10,161
treaty,"אמנה ,הסכם, חוזה",10,161
trigger,הדק,10,161
triggered -,"גרם, עורר, הוביל ל",10,161
trim,לגזום,10,161
triple 3,פי,10,161
truck,"משאית, קרון משא",10,161
tutor,"מורה פרטי, להדריך",10,161
twig,"ענף קטן, זרד",10,161
twins,תאומים,10,161
ugly,מכוער,10,161
unattractive,לא מושך,10,161
uncle,דוד,10,161
unconcerned,לא מודאג,10,161
uncritical,לא ביקורתי,10,161
unearth,"לחשוף, לחפור",10,161
unfair,לא הוגן,10,161
unholy,"לא קדוש, לא מוסרי",10,161
unwanted,לא רצוי,10,162
upbringing,"גידול, חינוך",10,162
upholstery,ריפוד,10,162
usher,סדרן,10,162
using up,"לכלות, לנצל עד תום",10,162
vacation,חופשה,10,162
vertebrate,בעל חוליות,10,162
vest,אפודה,10,162
victory,ניצחון,10,162
villain,"רשע, נבל",10,162
vinegar,חומץ,10,162
viper,צפע,10,162
vociferous,רעשני,10,162
vowel (,תנועה )לשון,10,162
wall,קיר,10,162
wart,יבלת,10,162
wasp,צרעה,10,162
waterfall,מפל,10,162
wave,גל,10,162
weapon,נשק,10,162
wear,ללבוש,10,162
weave,"לטוות, לארוג",10,162
wedding,חתונה,10,162
weekend,סוף שבוע,10,162
well,באר,10,162
well,"טוב, היטב",10,162
well,בריא,10,162
whale,לוויתן,10,162
whistle,"משרוקית, לשרוק",10,162
wholesale,סיטונאות,10,162
wife,"אישה, רעיה",10,163
win,"ניצחון, לנצח",10,163
wolf (wolves) (,זאב )זאבים,10,163
work,"עבודה, לעבוד",10,163
worm,תולעת,10,163
writer,סופר,10,163
yawn,"לפהק, פיהוק",10,163
zealot,"קנאי, פנט",10,163
